X,Y,Z
2232430.5002569593,704940.544183911,5925746.051513759
2232425.781554656,704944.1530967257,5925747.39988194
2232409.0299427263,704949.3611378275,5925753.30622001
2232395.562014922,704956.6343379434,5925757.514724581
2232386.6290084785,704962.2544635702,5925760.21142618
2232385.6314306823,704963.6962047026,5925760.415721435
2232385.2368387915,704964.5570991662,5925759.816831511
2232385.4055369683,704964.6103723351,5925759.961982758
2232384.957213327,704964.5116442183,5925759.712539303
2232383.970979894,704964.2002017102,5925760.121129609
2232383.129220143,704964.7056447235,5925760.5931530325
2232383.1169161876,704964.7446071592,5925760.5931530325
2232383.1169161876,704964.7446071592,5925760.5931530325
2232377.5122907897,704968.8448739022,5925763.507009971
2232369.092844329,704974.1129055312,5925766.267129965
2232367.4173901617,704975.6404959379,5925766.716576942
2232363.81278834,704980.9721817492,5925767.225165898
2232361.8541422323,704983.053049596,5925767.715471059
2232351.0638473174,704988.8148488303,5925770.879872089
2232347.5448909816,704991.859762239,5925772.273357891
2232344.4962280276,704997.2384198225,5925773.857147943
2232343.544278079,704999.1230144145,5925774.206592749
2232338.3667466897,705003.7864886974,5925776.462400069
2232336.2027663076,705005.2883010333,5925777.529015284
2232331.69343043,705007.591921757,5925779.598808773
2232326.4568165615,705009.7943857887,5925781.9546082495
2232324.0667361673,705011.8674881082,5925782.608340883
2232319.0427928492,705019.9215048241,5925784.187829876
2232317.3639147924,705022.3905991626,5925784.741564813
2232314.9674024377,705027.0325036392,5925785.522168747
2232312.263433427,705032.9912686113,5925786.261914363
2232311.660117997,705034.2146918202,5925786.343630739
2232308.002180339,705045.7422740589,5925787.210249032
2232306.311683917,705049.6216562545,5925787.600550881
2232303.4437430785,705055.9999435268,5925788.567165436
2232302.1396625843,705059.4871962673,5925789.288630957
2232299.4198511504,705065.0981564993,5925790.935852751
2232295.2743813214,705071.2014669002,5925792.846502743
2232293.7202202845,705075.3809832389,5925793.794837315
2232293.8610636806,705076.7965963187,5925794.003426903
2232293.9402019284,705078.0641769988,5925794.252874563
2232293.8422779734,705079.4043756281,5925794.13030019
2232293.411569059,705080.7680062063,5925794.13030019
2232287.1318145692,705086.9684255376,5925794.898005462
2232280.333459412,705091.3767973132,5925796.074287627
2232276.145759888,705092.2821404359,5925796.038805639
2232275.385680208,705092.7276216847,5925796.057083963
2232272.434926076,705093.2952533569,5925796.025901189
2232265.81500672,705093.9036533567,5925797.157012347
2232255.3216621326,705096.0307853951,5925799.781571795
2232247.6119183106,705100.6224773901,5925801.924439109
2232246.3799160966,705101.7758258315,5925802.251298805
2232243.275295093,705104.73711131,5925803.068447539
2232234.3548784778,705111.6885414899,5925805.601604028
2232231.9891449255,705113.3407011363,5925806.296177982
2232231.278119105,705113.2874922275,5925806.355310022
2232231.2905948563,705113.5913631537,5925806.314452757
2232231.171298701,705113.7250687121,5925806.128441175
2232230.4850551947,705113.936770663,5925806.146715886
2232230.1893595075,705114.1861438885,5925806.228430391
2232229.9143383596,705114.2706591185,5925806.53701373
2232229.889725227,705114.3485786415,5925806.53701373
2232229.754183927,705114.4343054361,5925806.577870976
2232229.6678688996,705114.364193191,5925806.618728219
2232236.238978697,705109.455769878,5925804.512424275
2232251.4395477106,705098.3180308158,5925800.326691419
2232257.9788187617,705094.6848772502,5925798.510682069
2232262.0293043484,705093.0935104613,5925797.389248904
2232270.045827894,705092.2835393267,5925795.540979242
2232272.741253371,705092.2351262405,5925794.746402731
2232273.982308261,705092.3271963043,5925794.482977509
2232276.5587570113,705091.7698762213,5925794.223853273
2232277.955854134,705091.2685180351,5925794.187296389
2232281.530801756,705089.6554544929,5925794.322772237
2232283.4946722696,705088.7332459757,5925794.122782548
2232285.9848055425,705088.1058034826,5925793.904513305
2232292.6035141083,705085.0974909719,5925793.059391152
2232293.1333686863,705084.7935232313,5925792.895958592
2232294.3364643953,705082.9454422074,5925792.877678832
2232297.8645008155,705072.0195569999,5925793.063689811
2232301.7253926895,705065.0550956599,5925790.717580534
2232303.9051308376,705062.5728247574,5925789.546674788
2232305.07491789,705061.571168333,5925788.580059875
2232308.9595595445,705057.9563108745,5925787.331734652
2232309.5828934633,705056.5249709411,5925786.837138078
2232310.4398532086,705054.0105300666,5925786.383399776
2232312.321742597,705047.6635723255,5925785.784508868
2232313.384303334,705045.0855244057,5925785.475923181
2232316.1007901337,705039.4306368969,5925784.695318646
2232321.001026017,705030.3949093502,5925783.2792617045
2232325.1097671166,705023.7657443688,5925782.090073295
2232328.1754108113,705018.4781913337,5925780.919165393
2232333.144278409,705014.1773349,5925779.3439687425
2232338.6931241467,705011.1308208362,5925777.401043534
2232345.4236577414,705006.3579424014,5925774.573214432
2232346.1901880843,705004.671873685,5925773.624878921
2232350.8481293214,704996.5021584521,5925771.981946795
2232352.6263486794,704995.4355207791,5925771.223915082
2232355.1277144486,704994.0402350103,5925770.44760014
2232357.7066585803,704992.1552715879,5925769.48527402
2232367.0825944706,704986.1181823098,5925766.02626824
2232371.1136225555,704979.9784983147,5925765.023080357
2232372.168981269,704978.597863481,5925765.004796284
2232376.829782661,704974.5851982192,5925763.511300173
2232379.4180244757,704974.2885064705,5925762.571543678
2232379.385052458,704974.492333832,5925762.344674347
2232379.1170580466,704974.3648545595,5925761.600633026
2232379.108504021,704974.1479135088,5925761.414622695
2232379.050733504,704974.086821925,5925761.228612365
2232379.4194757664,704972.2322636504,5925761.310330345
2232379.415535337,704972.1453234295,5925761.537199666
2232379.427839421,704972.1063610584,5925761.537199666
2232379.5965373213,704972.1596348489,5925761.682351011
2232379.7775393142,704972.1739462642,5925761.827502351
2232379.728322966,704972.3297957715,5925761.827502351
2232379.753795016,704972.637775253,5925762.426392342
2232379.7252463982,704972.6287597644,5925762.653261671
2232378.503609803,704971.3003199736,5925762.626397405
2232378.380187653,704971.0042566207,5925762.7081153365
2232378.4046049844,704970.5834884887,5925762.7489743
2232378.379806028,704970.3185697824,5925762.789833261
2232385.5599131733,704965.7303214652,5925761.490924139
2232389.826389028,704961.9358723338,5925760.120000499
2232396.414449678,704957.8033325708,5925758.344771473
2232397.634456965,704957.374479786,5925757.936179431
2232403.278092579,704954.614752201,5925756.138372308
2232413.740228763,704950.3343715882,5925752.706185368
2232416.053068408,704949.4364848057,5925752.156725074
2232430.6335974485,704941.1433182356,5925747.435302054
2232431.7655206174,704937.5586969581,5925747.435302054
2232431.789343854,704936.1093753544,5925747.598740747
2232431.8363978015,704932.1821869893,5925748.048197006
2232428.0528802737,704927.3882200762,5925749.183699277
2232427.4521827777,704926.2987277275,5925749.324565775
2232424.770834407,704922.6240718656,5925750.34176933
2232420.1458658664,704920.0067705822,5925751.105243348
2232417.354575549,704918.0541806291,5925751.959004114
2232415.356217278,704916.4376687834,5925752.259019423
2232411.3928641942,704913.6865117009,5925753.004198115
2232409.357195063,704911.5012034276,5925753.385928957
2232407.3010606966,704909.8236085514,5925753.499930204
2232405.7510242155,704908.3058221864,5925754.049383905
2232405.2623770074,704902.4956432369,5925754.494544821
2232407.1497604153,704891.9083937448,5925754.612832749
2232407.235676336,704891.2928098968,5925754.653691775
2232407.732335226,704890.8497671583,5925754.304245382
2232406.2323091095,704890.5475182594,5925754.690261352
2232405.9462989587,704886.3010096161,5925755.303146224
2232406.5385197317,704880.7464557353,5925755.525725586
2232406.711418569,704874.8024240579,5925755.9525994165
2232406.86970391,704871.5531624277,5925756.2794707995
2232404.040292477,704860.2479348765,5925758.6901436895
2232394.712830925,704845.1343767685,5925764.001773642
2232390.115781755,704839.526801727,5925766.18555726
2232388.5738417143,704837.5403292929,5925767.002726273
2232384.4986974294,704831.4548678077,5925769.476806434
2232381.3858241,704826.7872509205,5925771.419723898
2232377.559982938,704818.9810011928,5925773.789499734
2232377.423596558,704817.6954006766,5925773.993790469
2232376.5964022474,704815.5061570831,5925774.56580429
2232371.678857717,704803.7990652531,5925777.380709907
2232370.5015345416,704799.8711506773,5925778.506453886
2232368.497206035,704794.0968491387,5925780.163349434
2232364.879916056,704778.8585956082,5925783.123388882
2232361.4028901095,704764.9929266585,5925785.65226057
2232356.7635781895,704750.6318725597,5925789.538030217
2232352.1789108166,704738.60179101,5925792.910917048
2232349.4993751002,704731.286308908,5925794.790351257
2232346.573362169,704724.0644220347,5925796.751495923
2232342.2013478735,704717.8427953955,5925798.708326425
2232341.337844843,704716.7989987441,5925799.157753666
2232340.8563195025,704715.5758758873,5925799.4846097035
2232336.2039332767,704707.2949349012,5925802.222024483
2232330.4378286107,704698.3197041715,5925805.676580736
2232322.2823441713,704686.3623734188,5925810.170810492
2232315.733907545,704676.583333271,5925812.940417183
2232309.4947492294,704667.5874781855,5925816.145477782
2232302.39045216,704660.8891779772,5925819.618250248
2232294.6532711894,704653.6912312591,5925823.603869439
2232293.7365836063,704652.7163775134,5925824.280152657
2232290.632198698,704649.5942883249,5925825.605806536
2232289.670033981,704648.5193961766,5925826.096076185
2232286.252535967,704643.8846648273,5925827.934585053
2232281.0592353814,704638.0039170268,5925830.590202521
2232279.2219509734,704636.9526937059,5925831.407314053
2232274.557136809,704634.4519859267,5925833.676957996
2232270.599219417,704632.5600019968,5925835.39288605
2232264.411020527,704626.1510491647,5925838.27102242
2232261.38336728,704621.5109225825,5925839.533205179
2232258.895304159,704618.4977645729,5925840.613701865
2232258.0934869554,704617.602037061,5925841.022253008
2232254.172141916,704608.8669055583,5925843.968147332
2232252.0495236833,704605.283654007,5925845.193796343
2232248.886465404,704600.0867454961,5925847.218280046
2232247.971974617,704596.7991683133,5925847.953667234
2232245.289493661,704591.4540847429,5925849.814726953
2232242.584113724,704583.188566849,5925851.8166077705
2232240.957305957,704578.1338904942,5925852.815378926
2232237.8298104843,704571.1061111443,5925855.0441207765
2232230.4360844344,704563.7599863445,5925857.627535221
2232229.9788124226,704562.1162191597,5925857.995224407
2232227.1607253635,704556.8569618439,5925859.897118988
2232224.985791749,704547.6879962124,5925863.096766767
2232224.174728525,704544.9043969245,5925864.163315157
2232223.871153217,704538.9393994358,5925865.847015397
2232223.5078878086,704535.568852846,5925867.244736271
2232222.947738418,704533.4642291543,5925867.920999127
2232221.5787790576,704527.248680807,5925868.960606823
2232220.932154574,704525.7165388005,5925868.95626525
2232219.4944068366,704521.1929174821,5925869.60558702
2232217.609678775,704513.229526285,5925870.18711251
2232217.147747853,704511.4558038539,5925870.141915633
2232216.69388078,704509.2133848176,5925870.364440249
2232216.2511299513,704506.2033519493,5925870.028922758
2232217.497931773,704499.3140168632,5925869.303121983
2232219.1343291863,704495.503614067,5925869.139706736
2232220.426969598,704493.4696859414,5925868.894583812
2232221.1618024483,704492.4163958895,5925868.958036282
2232224.747497861,704484.3374097451,5925869.642983
2232224.8081772337,704483.1141966283,5925869.765544542
2232227.233554883,704474.4976553498,5925869.661238273
2232233.0518602636,704465.1954429989,5925868.145302208
2232239.012542266,704458.037298272,5925867.39601851
2232240.7608775105,704455.5902390792,5925867.028332892
2232242.3325674655,704452.9160714067,5925866.969222926
2232243.3164384267,704450.1420783489,5925866.928368947
2232249.9470253955,704438.6542470631,5925866.011324663
2232258.9396493337,704422.3854032102,5925864.127696778
2232267.249314189,704410.4420220506,5925861.77207374
2232276.448930103,704400.8785727974,5925859.443383149
2232278.813580806,704398.5402616062,5925858.830568861
2232286.1748015666,704387.5398352534,5925856.720063443
2232286.284322549,704385.8179535436,5925856.883480885
2232285.132833751,704379.4998546237,5925858.068256478
2232282.5272818063,704373.6654327128,5925859.743281448
2232274.541575065,704365.1909176998,5925863.973855231
2232268.718543225,704354.1858978011,5925867.260429318
2232265.9841635874,704342.5276157525,5925869.031056649
2232261.0386587107,704329.8718558318,5925871.96817968
2232260.37136542,704327.8620727429,5925872.458423265
2232257.002070653,704322.729292458,5925874.337687933
2232251.7887176196,704313.3734058738,5925877.628565884
2232244.6953417263,704297.212828711,5925881.791253618
2232244.5494805123,704285.3005971559,5925883.261967626
2232243.1108600455,704271.3526908547,5925884.601417083
2232240.8528685886,704264.1717600999,5925886.090375525
2232239.1054985877,704258.5656001362,5925886.984787269
2232229.847574646,704243.8644335202,5925891.574194466
2232224.974623424,704234.6591734806,5925894.288714778
2232221.2208012706,704225.6785155527,5925898.060215882
2232220.858236415,704224.3218539505,5925898.573050239
2232219.0014004875,704215.4256562266,5925900.329702624
2232217.3048600177,704202.9817573702,5925901.5874049505
2232216.9563576556,704199.9160695611,5925901.437882101
2232214.875705393,704188.9788590765,5925903.521343318
2232212.059620596,704173.3975322281,5925906.648707575
2232209.3943653866,704161.7619815127,5925908.60523836
2232206.5148669304,704149.330688904,5925910.952037333
2232205.651422106,704140.2340827447,5925911.928114462
2232204.2762397276,704128.5344339039,5925913.621276419
2232204.076077929,704125.3871127215,5925914.070644359
2232202.654889941,704117.2712102904,5925915.355285993
2232204.718590379,704106.3136991162,5925915.019739184
2232206.0200716956,704092.1172909209,5925916.431299924
2232205.3277684124,704081.1472273316,5925918.210521876
2232205.164138804,704068.8447179532,5925919.948889841
2232209.714761711,704054.5166804523,5925919.722022796
2232214.4061658317,704050.256463851,5925917.815880519
2232219.703337339,704047.857865566,5925915.460370425
2232226.782597595,704044.179405757,5925912.800653981
2232227.3860393423,704043.6415309067,5925912.637247676
2232227.993138102,704042.8477973453,5925912.28782582
2232229.9150551236,704041.9118961621,5925911.675051831
2232229.857272848,704041.8508363911,5925911.489036327
2232235.220176384,704039.0445701279,5925909.587251601
2232240.724547171,704034.269640343,5925907.435988273
2232243.937336717,704029.9285022876,5925906.7415082175
2232249.593301846,704015.7775598402,5925906.292138491
2232254.629836182,704003.1018237936,5925905.470737848
2232256.374948642,703997.9122638081,5925905.429886027
2232259.370043512,703989.9899408739,5925904.812744383
2232262.184943036,703977.7701063198,5925905.6341451155
2232263.767506312,703961.9918641266,5925907.127417612
2232263.911129505,703957.7536606252,5925907.576786827
2232263.6378746885,703951.8419415238,5925908.16695407
2232263.276001219,703947.4871744624,5925908.820581061
2232262.264796875,703935.5172425949,5925909.978303191
2232261.806008045,703932.845321198,5925910.468522175
2232261.525343567,703920.3776278471,5925911.19511529
2232260.376925624,703910.1635711681,5925913.056040938
2232255.5322616217,703893.3440753449,5925917.30894997
2232255.1172988373,703878.0071536439,5925918.85692556
2232258.8417576547,703860.2489762689,5925919.77826219
2232261.511151932,703847.855037945,5925919.814741828
2232261.8059788365,703846.919990368,5925919.814741828
2232262.8295852803,703843.7732116871,5925919.587874869
2232265.0592201217,703835.181322938,5925919.338396537
2232268.122495882,703821.2839227605,5925920.695226472
2232274.642853817,703806.2063406995,5925919.814741828
2232280.594999254,703794.8045933065,5925917.636517255
2232282.1489572045,703792.0391862756,5925917.164543297
2232284.853923656,703785.8673258533,5925916.878585058
2232286.243811315,703783.1786869679,5925916.674329118
2232291.0309900763,703776.2497804362,5925915.693899981
2232296.4391766684,703766.5183040123,5925914.382289638
2232296.967346885,703764.842984136,5925914.382289638
2232299.0444017453,703759.9294718677,5925913.538283532
2232299.1798913567,703759.8436867004,5925913.497432247
2232299.067937669,703759.4657254352,5925912.939385112
2232298.99786531,703759.4436342707,5925912.753369401
2232299.010148229,703759.4046733032,5925912.753369401
2232298.9523587874,703759.3436211734,5925912.567353689
2232298.9523587874,703759.3436211734,5925912.567353689
2232298.9523587874,703759.3436211734,5925912.567353689
2232298.804963726,703759.8111527573,5925912.567353689
2232298.5997791495,703760.2176321584,5925912.381337978
2232298.4888554118,703760.2254953622,5925912.422189254
2232298.4187830645,703760.2034041719,5925912.236173542
2232298.4187830645,703760.2034041719,5925912.236173542
2232298.4187830645,703760.2034041719,5925912.236173542
2232296.896068134,703753.0841967735,5925914.945466451
2232294.1508197803,703740.9536282261,5925917.850269798
2232294.026091677,703739.6293165743,5925918.054525289
2232293.1792575666,703735.3360492936,5925919.098413728
2232292.5565527403,703733.0837597158,5925919.8154932065
2232292.360871628,703730.4092642245,5925920.63688629
2232292.847016202,703727.7355514541,5925920.986306258
2232294.042847436,703720.4026242627,5925921.6216832
2232295.1945761475,703711.2996592934,5925921.408682183
2232295.856385299,703708.4671660957,5925920.850634356
2232298.063781662,703699.011679264,5925920.496841289
2232298.490812989,703694.6060378356,5925921.50424949
2232298.7682503713,703689.2537600293,5925922.035311447
2232299.8585952865,703683.3867551702,5925922.32126776
2232304.452645928,703669.5008978985,5925922.239565965
2232304.47603432,703668.3946280743,5925922.362118654
2232307.825858451,703659.6419416803,5925921.064380647
2232310.9285725607,703649.3550606512,5925921.332098431
2232317.517304282,703633.313835309,5925921.399935384
2232323.1521744262,703624.3818986863,5925920.337810683
2232330.847439352,703613.829252869,5925918.476903372
2232331.9824411194,703611.3600708696,5925918.127483299
2232332.662668445,703609.9896810988,5925917.818914263
2232336.4185703136,703603.6778665936,5925916.938430196
2232336.971580313,703602.2673774315,5925916.897579109
2232337.892591615,703599.345254566,5925916.897579109
2232339.0124787395,703594.5155359937,5925916.834116513
2232339.6617070134,703591.0794317891,5925916.997520821
2232339.1234954577,703577.503378629,5925918.382083495
2232338.3327260884,703575.8835266558,5925918.8722952865
2232332.2028758135,703569.2828926805,5925921.750097068
2232320.7968348027,703561.5762008965,5925927.391872154
2232313.6181968073,703556.8723209101,5925931.29966456
2232311.9589364664,703553.779497141,5925932.506941837
2232306.684277671,703540.3813757648,5925936.514654661
2232307.072505715,703534.721546747,5925937.685457716
2232309.127455581,703531.3430734864,5925937.957555374
2232309.7631844757,703530.2585000354,5925938.0618713135
2232312.8600594895,703525.837800883,5925937.6351336865
2232317.713330617,703519.5292624264,5925936.985908785
2232318.8708471,703518.6091268241,5925936.659106064
2232327.796675189,703513.2413754488,5925934.14899551
2232336.117095316,703506.6976694069,5925932.006532145
2232338.4926756956,703503.9769965824,5925931.43462396
2232340.344711293,703503.3613789866,5925930.594997985
2232341.995860525,703502.9394391805,5925930.023089061
2232353.977986521,703491.7673740339,5925925.330366429
2232354.7440886553,703490.1242250958,5925925.021797988
2232357.1846847003,703480.6138484883,5925924.586302167
2232359.256722782,703465.2908053263,5925925.194688314
2232362.432825919,703452.1146035917,5925925.5623449
2232362.8625399456,703450.7509308512,5925925.5623449
2232366.3552993964,703444.4846293881,5925924.990434593
2232367.007280259,703443.4479798145,5925924.8678823365
2232368.6772510456,703441.4900127611,5925924.686241549
2232374.052080978,703435.3456084225,5925923.605882788
2232376.0448409673,703432.1187553835,5925923.238225252
2232380.210259064,703425.2934171235,5925922.049175991
2232381.075386594,703424.0241067272,5925921.6589055825
2232387.460031985,703414.0860716497,5925920.433378171
2232390.916309384,703407.3370686676,5925921.222666241
2232392.053389877,703402.6413100794,5925922.211835786
2232393.4436815153,703400.6380170663,5925921.925879042
2232396.045427039,703398.3311421161,5925921.004545373
2232399.4159023305,703394.3819191294,5925918.268275773
2232402.9449991076,703391.2964531159,5925916.874967592
2232410.9164030063,703379.3740685799,5925914.642024434
2232411.8520155153,703378.4695926338,5925914.396917507
2232416.6837586947,703369.2842259655,5925913.021846646
2232419.3182798773,703366.77347665,5925912.327376116
2232421.1676457925,703364.1010069323,5925911.732848064
2232423.1038172874,703361.8413619992,5925911.05661734
2232426.046611214,703356.3867330103,5925910.380386388
2232433.5774430265,703346.5954354446,5925908.70548237
2232439.381611763,703342.0851049144,5925907.48430937
2232443.031534396,703342.2927510276,5925907.374859095
2232445.7931970404,703341.8778957453,5925907.673922154
2232446.310539792,703341.6125765693,5925907.510516007
2232447.0503891082,703341.3745277938,5925907.905156404
2232447.062664731,703341.3355642423,5925907.905156404
2232452.871727799,703337.5976876026,5925906.375405124
2232455.7858594256,703335.1321304088,5925905.785239302
2232462.9143663934,703331.3815972161,5925904.405011849
2232465.0415343144,703330.3813386387,5925903.937398765
2232469.210409199,703325.9981725094,5925903.102118698
2232466.9812947456,703317.9289487948,5925904.899597895
2232461.6786895134,703309.5339529018,5925908.108638688
2232456.169185246,703304.1148036121,5925909.75220987
2232454.918019427,703302.7783650301,5925909.952099648
2232453.7987525705,703301.611972656,5925910.297153142
2232449.846354841,703292.8714753326,5925911.96332318
2232449.7231347132,703289.9201811842,5925912.144969519
2232451.2384992894,703283.8873306112,5925911.214891116
2232453.92669665,703279.2947148025,5925909.67204281
2232454.928113447,703278.6250854342,5925909.159216379
2232464.176960463,703272.6727676648,5925906.38132017
2232465.778061142,703271.7209082518,5925905.891102325
2232476.9884145306,703264.116408924,5925902.355257987
2232484.5586349154,703256.9070553995,5925899.71377563
2232486.0628278186,703254.2970815285,5925899.241798088
2232488.072530532,703251.8035149372,5925898.565561674
2232492.9833230316,703246.8401797222,5925896.659406527
2232494.33756406,703245.6392047204,5925896.29174007
2232497.1709776856,703241.5633752401,5925895.492947038
2232498.9061622955,703239.4972868123,5925895.084428325
2232500.8636459084,703237.7582046785,5925894.553353728
2232507.372278155,703229.4433677905,5925892.442934471
2232512.436254448,703222.1725208983,5925890.9679003265
2232513.2621420827,703219.3060235404,5925890.781885158
2232518.6916474234,703211.8076439748,5925889.411160877
2232520.4400005406,703210.3881355285,5925888.920935973
2232523.0356717906,703206.6228402011,5925888.389858699
2232526.953074157,703199.2049383054,5925887.364194558
2232533.7394537176,703191.6199129004,5925886.782739444
2232540.4625440054,703186.1564576819,5925885.543285415
2232541.6649887552,703184.9932840334,5925885.443334288
2232543.6052018697,703182.5205748254,5925885.220826087
2232549.025314637,703176.8180030239,5925884.285580562
2232551.9888245487,703174.5390924674,5925883.654547366
2232555.5213650595,703170.8974881404,5925882.755793613
2232559.0166135705,703167.0299746748,5925881.89789149
2232562.39100465,703164.9232847323,5925880.876578399
2232564.4522418147,703163.6879280262,5925880.676672137
2232570.4868031987,703159.0782473531,5925880.240361411
2232571.6078202366,703158.6175284104,5925879.872687486
2232574.2076326283,703157.9372652867,5925878.9739283845
2232577.7687165993,703157.6025858986,5925877.026891383
2232577.982513347,703157.412935442,5925877.398920681
2232577.727406684,703157.2897577351,5925877.294611558
2232577.5872444278,703157.2456131971,5925876.922582256
2232581.0916584814,703153.9377353655,5925876.209835747
2232590.2929402157,703146.2135518627,5925874.089840685
2232595.95770515,703145.3421124201,5925872.274060283
2232598.777218186,703145.9302855544,5925871.357043009
2232603.561258855,703147.5654895679,5925868.715491849
2232603.7585569615,703147.6276276412,5925868.633785564
2232603.7503073397,703147.7535235712,5925868.4069180405
2232604.075292616,703148.1985271377,5925868.016637924
2232604.0333066783,703147.8426528443,5925867.644609181
2232603.922385399,703147.8505500976,5925867.68546233
2232604.2921704217,703147.4102041967,5925868.243505448
2232604.502416314,703147.4764200754,5925868.801548566
2232604.6869710307,703147.2347249833,5925868.76069541
2232608.9007523083,703142.3084453528,5925868.8328504255
2232610.0132477786,703141.3310433379,5925868.959759857
2232613.363541702,703139.6449769926,5925867.8975756485
2232618.55443009,703138.0674327455,5925865.914016118
2232623.404034849,703135.996909298,5925864.547602081
2232628.240419062,703133.2797359308,5925863.262892295
2232630.59430888,703133.0359311317,5925862.40496889
2232639.2204315234,703128.8138524721,5925859.440911701
2232648.783950333,703125.0582726963,5925856.068308676
2232657.588032914,703124.7470279034,5925852.573133114
2232666.9990851735,703123.3419485976,5925849.40911931
2232668.292848246,703123.0212413442,5925848.959724436
2232676.1342345853,703121.3359624641,5925846.635377861
2232682.2754632877,703120.2288827403,5925844.882983566
2232686.9985778322,703119.1035192029,5925843.021941927
2232694.5355534228,703117.7506415307,5925839.912667544
2232699.7892021975,703117.0064918366,5925837.806490746
2232701.213931311,703116.1701875911,5925837.583958185
2232706.6008718275,703113.3263690302,5925836.321799279
2232714.1345039587,703109.5737456845,5925833.498489002
2232722.207190668,703109.0748050768,5925830.516085098
2232726.2664098656,703108.7254490888,5925829.458188177
2232727.514837,703108.0049367675,5925829.503374432
2232729.4856496686,703106.6124186256,5925829.571153522
2232731.8279484557,703106.4505379703,5925829.352946881
2232734.03996872,703106.8472913781,5925829.547620564
2232738.3725029407,703108.0403108712,5925828.203730723
2232743.4930126555,703108.1536424266,5925827.336165672
2232747.7912678686,703107.579701993,5925827.290031013
2232750.78751238,703107.4524088053,5925827.466434881
2232753.5741872066,703107.3019515894,5925827.724548298
2232753.9647652674,703107.3392803542,5925827.7879948085
2232755.514594011,703107.8273305297,5925827.361175884
2232758.1122751315,703108.4311887445,5925826.525801522
2232759.3866788545,703108.6611722881,5925826.44841629
2232760.6733542387,703108.8521866488,5925826.371030782
2232764.8420778406,703109.8222731779,5925825.975450117
2232769.4906107397,703110.600784393,5925824.7766943155
2232773.059448621,703112.1529661873,5925823.677912762
2232776.112138738,703114.3564520722,5925823.341445479
2232776.679491841,703114.6207823562,5925823.096310412
2232777.465144242,703115.1251914047,5925822.955476069
2232783.5873263036,703118.5094550687,5925820.032116601
2232787.095232112,703117.3010858552,5925819.713909954
2232787.5681703906,703117.3215150188,5925819.963366615
2232789.430453142,703117.6509545374,5925819.867706768
2232790.9644666505,703118.4338617404,5925819.626890098
2232792.265316888,703122.3130636491,5925819.9666976845
2232792.546399497,703123.386762077,5925819.948429233
2232797.8184908144,703127.0601903932,5925817.31104415
2232802.0358283934,703127.5315805364,5925816.956290551
2232803.156831609,703129.4266282001,5925817.169206703
2232803.5448150304,703130.4054939222,5925817.3369491855
2232806.9302571667,703132.5852950211,5925816.8778918795
2232808.8633542587,703133.9222315281,5925816.205918186
2232811.474471003,703134.87300188,5925815.969410272
2232812.6379551985,703135.1108912505,5925815.93286895
2232817.474110776,703135.0489650081,5925814.54805939
2232826.4367693933,703135.9009912256,5925811.714988078
2232831.4992303164,703135.3106267959,5925811.382797973
2232833.303698814,703135.57902347,5925811.10111146
2232833.8391834777,703139.088771686,5925811.128007006
2232834.36404677,703141.0102871644,5925811.1323181605
2232835.060246762,703142.0433910869,5925811.17748609
2232836.715320389,703144.0638147286,5925810.95923871
2232839.3984119105,703146.4079756447,5925810.745300539
2232840.130012975,703146.2956845249,5925810.913038654
2232841.9918270577,703146.282299134,5925810.858217475
2232844.325886419,703146.2462873472,5925810.413098404
2232847.4812422716,703146.2118976321,5925809.2282405365
2232852.653709826,703145.8703372985,5925807.534819281
2232860.4144085143,703148.2285819871,5925804.760826455
2232864.869186616,703148.6890516793,5925803.45769358
2232866.6276397808,703148.5146002078,5925803.030842338
2232875.2028075526,703146.3745644144,5925799.408488959
2232879.679770491,703148.3412523122,5925797.488177114
2232881.288354767,703149.576013712,5925797.165617715
2232883.2551669343,703153.7507486078,5925797.219382152
2232884.0403209715,703156.2683007024,5925797.70000184
2232884.6614737553,703156.5067434617,5925797.867734892
2232885.5698448075,703156.6214545035,5925797.726883067
2232887.5307815606,703156.9819562827,5925797.590332234
2232890.046556816,703157.0031496418,5925797.930098203
2232890.880354406,703156.666016145,5925797.870961529
2232893.8570642406,703155.0332463172,5925797.158096806
2232898.3382836888,703153.4887263676,5925796.512967508
2232900.508322492,703153.5295434581,5925796.33555485
2232901.4294369095,703153.9481161695,5925796.153842746
2232902.211071927,703154.3656022253,5925796.239857769
2232906.594330971,703156.1314429125,5925795.4538686825
2232907.889039457,703156.4963183941,5925794.922711537
2232914.6950854775,703160.0103487083,5925793.446421998
2232915.4720040653,703160.2978420593,5925793.119554857
2232920.9340409758,703160.6042700063,5925792.315272689
2232921.961594712,703160.5851609012,5925792.360426211
2232930.611792884,703161.5956936206,5925789.196033034
2232933.8707220587,703164.7209475902,5925788.242293248
2232936.351094226,703165.8875633336,5925788.459464235
2232937.473754433,703166.1554225482,5925788.649766871
2232940.2316787927,703166.2956836409,5925788.454056216
2232942.9478376736,703165.7802373138,5925788.566931544
2232944.821935054,703165.7278466846,5925788.5120795285
2232946.384032469,703166.1769221782,5925788.085206046
2232949.215355602,703166.3831280761,5925787.2088833
2232950.674324502,703166.3713570083,5925787.0905960975
2232953.042603392,703167.159975928,5925786.749728461
2232958.780728592,703171.065960523,5925785.414243453
2232964.249589922,703173.5163695842,5925784.137896501
