X,Y,Z
2232966.180768688,703175.8380037892,5925784.209902315
2232968.6238578986,703176.77869846,5925784.467917258
2232971.842464667,703176.9783471155,5925784.521633976
2232972.982585938,703177.6800785447,5925785.083949827
2232973.5336498753,703177.8964496688,5925785.065662707
2232975.336689618,703179.4923399488,5925785.487112386
2232976.7106843516,703180.4390715482,5925785.28709946
2232978.0433842232,703181.0729364298,5925785.354815301
2232980.73193161,703181.2341769097,5925785.61282472
2232981.497285045,703181.6037050955,5925785.925697277
2232983.2576116673,703182.8006101269,5925785.335374379
2232984.08833924,703183.0622123308,5925785.421376854
2232987.234244803,703184.1813944565,5925785.393365541
2232989.269759154,703184.9937443264,5925785.175060425
2232989.903655081,703185.5360657247,5925785.301921752
2232992.0443985686,703187.8808805291,5925785.292196157
2232994.86108354,703188.7678781974,5925785.200749575
2232997.3282567547,703189.2877835924,5925785.499610998
2232999.4921502382,703190.526106278,5925785.612461551
2233004.6518589016,703192.2366187297,5925784.540370381
2233005.750907365,703193.2681294698,5925784.648938993
2233007.577315419,703194.4001785007,5925784.471486562
2233009.0912482254,703195.6908567573,5925783.962874119
2233009.239866257,703198.607823314,5925784.420891907
2233009.1699671485,703200.6420504187,5925785.496089995
2233009.5418109675,703204.5717618521,5925785.749806582
2233009.1169667514,703206.0658309918,5925786.162686168
2233008.726106706,703207.7419558946,5925787.401324945
2233008.620303297,703210.5788103198,5925788.3948025
2233008.609415146,703211.6463422609,5925788.272221849
2233011.0720143216,703215.0350042643,5925788.017322993
2233012.3237262624,703216.7143470346,5925787.776437884
2233013.2466788553,703218.5043520301,5925787.431263347
2233014.7386056613,703221.287474143,5925787.398955073
2233016.153876828,703222.5471062824,5925786.931198462
2233018.4345265175,703225.2359112209,5925786.612865551
2233022.108776872,703228.0208863938,5925786.403093951
2233026.0802233545,703228.9288714421,5925786.089030974
2233031.6826861585,703229.9221078549,5925784.935184889
2233032.66516292,703230.1458329742,5925784.75344789
2233036.666999318,703232.4342360046,5925784.049064362
2233041.832530031,703235.603187147,5925782.58661577
2233042.8746592607,703237.2593940886,5925782.427442408
2233044.492653879,703238.7542420869,5925782.930583621
2233047.0576748117,703241.618317407,5925783.129401324
2233050.1299292133,703242.97140102,5925783.101347006
2233053.8617308815,703246.1172558868,5925782.396948025
2233056.4298384357,703248.3825649365,5925782.450611772
2233057.9834638136,703248.3149274939,5925782.5183042735
2233059.6830083113,703246.7510161999,5925782.70858019
2233063.8009261624,703244.1494410109,5925781.895621062
2233067.965303214,703242.3336010269,5925781.18694649
2233068.023124826,703242.3946500369,5925781.372955444
2233068.696926655,703242.2212876148,5925781.354657521
2233069.57892724,703241.0424981748,5925781.377220928
2233069.3400878673,703240.9672825832,5925781.046064429
2233069.2414395986,703240.9362161481,5925781.086925812
2233068.797751037,703240.9678480175,5925781.250371327
2233068.8432988254,703241.0678714024,5925781.436380277
2233068.5768212616,703241.6693872357,5925781.250371327
2233068.7587532285,703242.3692773177,5925781.31379614
2233068.590466524,703242.6589978989,5925781.127787193
2233068.5413709194,703242.8148954945,5925781.127787193
2233068.516823113,703242.8928442909,5925781.127787193
2233068.4431796772,703243.1266906755,5925781.127787193
2233067.8977517975,703243.7260381836,5925781.477241653
2233067.8977517975,703243.7260381836,5925781.477241653
2233067.8977517975,703243.7260381836,5925781.477241653
2233067.967847298,703243.7481128463,5925781.663250604
2233067.9586644373,703243.1883045872,5925781.518103026
2233068.04503877,703243.2583455213,5925781.477241653
2233067.872747057,703243.4611253,5925781.518103026
2233067.6053550835,703243.3769175339,5925781.413816812
2233066.6228776313,703243.1531926064,5925781.595560083
2233065.6281262957,703242.9684419602,5925781.777303184
2233065.444733527,703243.5961222817,5925782.417052791
2233062.8285448966,703245.1712445448,5925782.140788882
2233061.2222749996,703245.650703103,5925782.2591062905
2233059.936497611,703246.1454123231,5925782.254839622
2233054.3660397856,703247.2613852306,5925783.576428169
2233050.5199668217,703245.0220089373,5925783.7862262
2233048.697930283,703241.3209257523,5925783.836846061
2233046.447563899,703237.0137268445,5925783.905760314
2233045.4518972435,703236.1432580528,5925784.169221792
2233044.291951174,703235.6494472055,5925784.019803625
2233043.3288435955,703234.8749114064,5925783.8295242805
2233038.380893225,703231.9030005889,5925784.756512151
2233034.52679842,703229.4897697452,5925785.420036029
2233033.276471109,703228.8389813093,5925785.538346091
2233027.7936550644,703228.054784091,5925786.837342104
2233022.2683807206,703226.571790306,5925787.80517462
2233021.0303270947,703225.8820291463,5925787.923481759
2233017.5821768707,703222.8683911267,5925788.505271236
2233015.4782812097,703220.4066080096,5925788.515012631
2233012.656070856,703215.4053363048,5925789.096797242
2233012.198726197,703214.4473782773,5925789.382819343
2233011.518891566,703211.1060763923,5925788.530214823
2233011.34975014,703208.3539881017,5925787.8453280255
2233011.4703848837,703206.892632415,5925787.328159255
2233011.5537363472,703205.2053440643,5925786.851850711
2233011.092187415,703202.104147352,5925786.103534631
2233010.1338464306,703199.1035388915,5925785.745528882
2233010.0597952064,703196.6384357462,5925785.205790912
2233009.8476574416,703195.2008064092,5925784.811202409
2233009.225106671,703193.9338030196,5925784.766064129
2233006.8431604207,703192.1555906945,5925785.22953771
2233004.7413421334,703190.765462317,5925785.756439634
2233001.50883918,703188.9335981621,5925786.546790667
2232997.9187791557,703187.5031952761,5925786.779109868
2232994.1396852145,703185.8847514457,5925787.320016048
2232991.7364888303,703184.2283722564,5925786.916862549
2232988.7864810876,703182.1427740104,5925786.985735943
2232985.122783985,703180.9462151345,5925787.218046056
2232982.576566103,703179.5446677342,5925787.268627278
2232980.396854149,703178.6012376328,5925787.341778944
2232979.1838038303,703178.1764033774,5925787.419213986
2232976.7647903534,703176.8149161119,5925787.202062997
2232973.4732864285,703174.5361161593,5925787.207495133
2232971.2945088577,703174.2783825637,5925787.198924008
2232970.0123003065,703174.5171697082,5925787.008627958
2232966.3412778517,703174.1322169991,5925786.932336946
2232964.040514128,703171.9512245812,5925786.982908741
2232962.8182674586,703170.9666109348,5925786.9151889905
2232961.304552785,703170.3185857815,5925786.702317805
2232956.408450185,703169.2479880158,5925787.384059385
2232952.819099153,703167.860660768,5925788.25609656
2232950.7462983476,703166.8223922302,5925788.515246138
2232947.445363663,703163.3412055456,5925789.09697631
2232945.122183997,703159.9537408198,5925789.084104188
2232944.2695160913,703158.8284965776,5925788.893802573
2232943.2813815824,703157.7891049664,5925788.744359595
2232940.120384042,703154.6518639408,5925789.017495969
2232937.4167521964,703152.472551151,5925789.004618709
2232932.88574719,703150.8315538012,5925789.831488836
2232929.610504862,703150.9567657013,5925790.190628649
2232928.0901766485,703151.1633974288,5925790.308910118
2232918.7499060803,703151.2206815048,5925792.3163719615
2232904.1285916935,703152.399271285,5925797.255927607
2232900.5784069486,703152.6092193672,5925797.923638799
2232895.2364936867,703152.8546415797,5925798.832196567
2232891.3493011026,703153.3011418103,5925799.168738819
2232888.386296711,703153.5674760106,5925799.178415687
2232887.3679442317,703154.1463428397,5925799.278409875
2232885.6345043406,703154.5856937577,5925799.664409111
2232884.5186959896,703153.1634200205,5925799.823538915
2232884.134260577,703151.9286266505,5925799.469794516
2232882.7321923277,703148.9597936404,5925799.275179105
2232878.6618820056,703145.022215092,5925799.770841368
2232875.3847619537,703143.776055072,5925800.293384121
2232865.3220739267,703145.9188573257,5925804.260872833
2232859.603257057,703146.1740567747,5925806.385459847
2232850.954240975,703143.1933979862,5925809.568023209
2232849.4294310864,703142.97023384,5925809.954012704
2232838.9285004768,703143.9040681116,5925813.154833087
2232837.2809855277,703141.7146843435,5925812.96020064
2232834.944105806,703137.3378112848,5925813.069838977
2232834.8598537045,703135.9833983058,5925813.047254902
2232834.317751107,703133.3282649334,5925813.351526103
2232831.763499902,703131.7528893416,5925813.855769487
2232828.935248541,703130.9479259332,5925814.586880157
2232826.090486709,703130.3947711057,5925814.864251996
2232820.1071328702,703130.2667942772,5925816.058740822
2232813.0096033798,703129.4452707611,5925817.970371238
2232811.4392494005,703129.1220923167,5925818.170338312
2232803.0868928144,703127.2200550478,5925820.467935523
2232800.9470707155,703125.5610209374,5925820.395857447
2232799.35619119,703125.4027147706,5925820.368952603
2232794.677710732,703124.5291034792,5925820.515104138
2232793.2756200247,703123.9162377806,5925820.901078466
2232791.9721785192,703123.3344376963,5925821.246196255
2232788.240743641,703122.8875580908,5925822.490148025
2232788.0991437742,703121.814951425,5925822.240691513
2232788.117076411,703120.2357414751,5925821.991234971
2232787.656148774,703117.1778841997,5925821.882614433
2232784.0882640174,703116.3113407131,5925822.899694068
2232780.50434913,703116.0394216012,5925823.422178717
2232779.3894762006,703115.3028374035,5925823.499568747
2232776.2225370156,703113.0633722029,5925824.743511547
2232767.5123338364,703107.6219714073,5925828.025913985
2232766.1638225187,703107.2829866341,5925828.144156429
2232757.38195527,703106.7448731486,5925830.441682172
2232755.799330795,703106.4606631162,5925830.641633226
2232754.31064701,703106.0775353757,5925830.387847365
2232750.3606999894,703105.6903404405,5925830.846866758
2232746.020175866,703105.2658138575,5925831.242436609
2232742.038391422,703105.7680817776,5925831.392872094
2232739.2982163667,703106.7041695566,5925831.239056245
2232733.7659245036,703109.0311402648,5925831.757184136
2232733.150438426,703109.6083115208,5925831.920604546
2232731.1753363735,703110.2713211073,5925832.80115401
2232725.3718474573,703114.4831786236,5925834.703078432
2232724.0124966013,703115.2115894349,5925834.698747095
2232720.7569082677,703117.7843205882,5925834.544925645
2232718.226776799,703119.0863529562,5925834.268538607
2232716.020681547,703120.1477635797,5925833.683573129
2232713.034593823,703121.5203644093,5925833.570604163
2232712.72166824,703121.3361529242,5925833.280287413
2232712.5652054544,703121.2440471932,5925833.135129033
2232712.2232409515,703120.7080286309,5925833.112535081
2232712.083756032,703120.7069351297,5925833.380257903
2232712.120096231,703120.2472187891,5925833.421112709
2232712.120096231,703120.2472187891,5925833.421112709
2232711.6931794607,703120.6696011655,5925833.316809102
2232711.821763969,703120.7957602615,5925834.328584771
2232712.635712145,703120.6665919902,5925834.682350361
2232714.4538302645,703116.2705456712,5925834.518931085
2232716.7925276486,703108.3548197257,5925834.14690468
2232715.7528515738,703102.4591674216,5925835.023116152
2232714.7476602974,703098.0306948103,5925835.282171438
2232710.5897782366,703095.9931954197,5925835.800279385
2232708.431073366,703095.227739461,5925836.059332045
2232706.687008636,703094.0788678688,5925836.422688043
2232705.810269305,703093.3744530717,5925836.191484483
2232703.6413972112,703091.3636591766,5925836.387085245
2232701.848224596,703088.0148810765,5925836.16980349
2232702.1795467697,703086.96274504,5925836.16980349
2232702.980685899,703081.8181653848,5925835.403154158
2232703.3533219825,703081.0788649407,5925835.135431819
2232706.199658688,703077.6491243034,5925834.254892442
2232708.6279776585,703072.2031280029,5925833.556029722
2232710.036836353,703069.3058613439,5925832.938875936
2232711.002974799,703067.1258268921,5925832.403431135
2232711.3026195886,703064.3075963531,5925832.1948223645
2232709.4022273626,703060.4111060057,5925832.512984988
2232705.4366256315,703057.6632536171,5925833.257948346
2232704.709263554,703057.5627101266,5925833.543928858
2232703.886790263,703057.1752252302,5925833.684750122
2232700.4067290067,703057.4071756746,5925834.538352341
2232697.3575952942,703057.3036675706,5925835.2693901025
2232695.607405732,703057.3521932862,5925835.923057532
2232687.4094077325,703056.8266320021,5925838.429076386
2232680.3262932347,703057.0376105097,5925840.857718802
2232677.50399526,703057.6908216913,5925841.198463735
2232672.7639398254,703058.7252609682,5925842.646604454
2232670.304571816,703057.7366597778,5925842.61531882
2232668.973669396,703055.1759951713,5925843.205526424
2232668.926185909,703053.7047763393,5925843.182927484
2232669.664306945,703050.3822036018,5925842.438871855
2232671.1032991866,703045.866896101,5925841.572255039
2232671.217271881,703045.2603153514,5925841.386241135
2232672.480313529,703043.8591188329,5925840.646529703
2232674.95682508,703040.8697874049,5925839.207960312
2232676.3773024273,703040.2462942053,5925838.53170109
2232678.839586804,703035.9247043987,5925837.256546315
2232679.5730478205,703034.8278887209,5925836.680249586
2232681.692243886,703031.9401880396,5925835.364240746
2232687.4856610927,703027.1255660147,5925832.677455378
2232689.582947449,703025.7300514278,5925831.837778909
2232693.7645628015,703022.9349339519,5925829.518675642
2232698.7456848538,703018.9781118182,5925827.036154536
2232703.679288392,703013.5500405189,5925824.531034147
2232704.46338379,703010.67023253,5925823.932139238
2232704.3186960258,703010.196360342,5925823.827833836
2232704.2976900497,703010.0184204524,5925823.641820233
2232704.3993823896,703009.4508001497,5925823.455806631
2232705.727451832,703002.2878074354,5925822.730009035
2232706.251323475,703001.1678152871,5925822.235419575
2232707.7049499634,702998.3274951994,5925821.164532475
2232710.247261041,702995.5729708825,5925819.458236546
2232711.4130987753,702995.169083846,5925818.636814006
2232715.4576537805,702994.086829293,5925816.381155659
2232716.3192949914,702993.7156543918,5925815.455427304
2232721.137250935,702993.1767240784,5925813.058945653
2232722.50863196,702992.7090539515,5925812.382680636
2232727.9924768894,702990.1096986633,5925809.119578185
2232732.1279248055,702989.5271804997,5925806.555334717
2232737.1184420493,702989.4280380405,5925803.396530354
2232741.83655473,702988.4721486736,5925800.441995312
2232748.580841054,702985.4129577038,5925796.5434653545
2232754.312588299,702981.0926426552,5925793.176042584
2232764.9756566016,702971.6859542066,5925788.768983575
2232767.1948976405,702969.8575800678,5925787.28954324
2232769.48422419,702968.0512683573,5925785.996115416
2232773.656498257,702964.6961785668,5925783.53182348
2232777.9613904827,702961.5541582857,5925781.852436463
2232781.9528388944,702957.8851218392,5925779.923587545
2232785.656903109,702951.9839915377,5925777.722685213
2232786.270650216,702950.6780957963,5925777.001226338
2232786.3062620996,702950.1753226694,5925776.402332915
2232785.86258394,702950.2069673088,5925776.565753493
2232785.4970439393,702950.4345404394,5925776.461451007
2232786.368645557,702945.3549420278,5925776.520569018
2232786.845620466,702942.8066907555,5925776.643134382
2232790.1483814265,702928.7268032219,5925776.638804798
2232792.749445603,702917.5099148047,5925777.419381305
2232801.599785892,702909.0741752983,5925775.730387138
2232808.479959007,702905.0294915563,5925773.832782907
2232816.781755142,702900.7470010467,5925771.857789797
2232818.4778146767,702900.081631347,5925771.512682061
2232821.3030686826,702898.8294291539,5925771.026742903
2232823.725474833,702897.5789016287,5925770.47735682
2232828.29733954,702893.8782775879,5925769.623716108
2232838.506617194,702882.3578706132,5925767.358392139
2232844.8703490077,702873.9529032614,5925765.742430517
2232847.017107066,702872.7440620357,5925764.86187062
2232857.5007489896,702869.0625127939,5925761.3482691925
2232870.8102114834,702867.1270759419,5925757.207864053
2232874.0351080396,702866.7715734845,5925756.249904038
2232879.2672767346,702865.2061157651,5925754.679098984
2232886.571132716,702864.2927678898,5925752.250307172
2232893.8627204625,702863.4183726953,5925749.821507802
2232900.154627065,702862.5291145174,5925746.480913369
2232903.39108459,702862.09155215,5925744.883191617
2232908.217018422,702861.7259822617,5925742.032869505
2232909.6291869464,702861.2281695904,5925741.129708805
2232922.989283694,702858.4517572313,5925735.56455559
2232927.8982769977,702858.1122989514,5925733.539979913
2232930.649712326,702857.3935343944,5925732.373399454
2232933.9770869142,702857.4557211612,5925730.467081282
2232938.9892682806,702857.5770607349,5925728.13391484
2232946.323530214,702858.343642135,5925724.634157842
2232949.2482464244,702858.1077390905,5925723.344998093
2232950.385993384,702858.037527583,5925722.709555677
2232960.70053907,702857.5576595316,5925717.589455996
2232966.9060319015,702856.5982256702,5925714.289659399
2232977.58146961,702852.8051787759,5925709.641550327
2232989.2781512793,702847.8343254135,5925704.748279561
2232993.7251016805,702846.1071349801,5925703.277390723
2233002.2278052354,702845.2281546798,5925699.532425205
2233009.832953445,702845.8228548114,5925695.950882607
2233016.8564965916,702847.4766844314,5925692.677916419
2233021.948343987,702848.8223477916,5925689.954385219
2233026.7179525387,702849.4240634338,5925686.79539452
2233027.5853033382,702849.8684027917,5925686.200797977
2233035.9326449586,702846.627365477,5925683.009527296
2233035.845936173,702838.5899644331,5925683.350389099
2233035.124550395,702837.292042648,5925683.346097123
2233030.789217013,702831.7297227075,5925684.994433477
2233025.2679021996,702827.3790212899,5925686.515894442
2233019.8998785713,702824.0189372808,5925687.647045881
2233010.8368866215,702819.4530707715,5925690.7436831575
2233007.2889226624,702818.0793774581,5925692.0285666585
2233004.243546747,702812.751805021,5925692.732837527
2233005.022957525,702812.097601817,5925692.3016785495
2233006.7217744403,702811.1330939643,5925691.130775598
2233010.515772127,702810.0570020712,5925689.183567899
2233017.15612805,702808.8487342739,5925685.534296565
2233023.4767087647,702807.668308339,5925682.647342172
2233026.2489470867,702807.4271338176,5925680.986135002
2233034.400804673,702805.795021975,5925677.032557553
2233037.3780655684,702805.147185165,5925675.557356353
2233042.642543863,702803.9769999173,5925672.852102351
2233051.5518739875,702803.482759557,5925668.263050292
2233053.9853939596,702804.4628294085,5925667.014710983
2233065.518687645,702808.1783488754,5925661.367597616
2233068.0110765793,702809.9051423226,5925660.2235434465
2233075.9821262904,702816.5260306875,5925655.144143727
2233079.435766308,702818.598205829,5925652.951742502
2233084.0564145157,702820.6521600935,5925650.53675413
2233093.682710883,702823.6818534323,5925646.119643155
2233101.472332875,702824.0345416736,5925642.497139788
2233107.2398587326,702823.9221468857,5925639.691823794
2233115.0560823455,702825.5682586352,5925635.905864048
2233123.724398601,702828.2964272003,5925631.67043236
2233128.7140627,702829.8668180748,5925629.173685299
2233129.82777753,702830.2173361802,5925628.497353552
2233137.152070725,702833.0365375562,5925624.112475313
2233139.1581787528,702834.0962813323,5925622.800668471
2233142.638786576,702835.1488938334,5925620.503936153
2233148.6683354485,702837.6034436413,5925616.650227702
2233149.8148300564,702837.7500964826,5925616.200761096
2233151.9646342783,702838.5980492947,5925615.074957884
2233164.6045125187,702843.1759064345,5925609.123310686
2233165.8168726685,702843.5574721535,5925608.406110521
2233171.6818839856,702845.7460611052,5925604.860966636
2233177.412686939,702848.4064576582,5925601.955563455
2233189.7382042394,702857.0834550075,5925595.636102278
2233191.9228344793,702859.098989437,5925594.573705878
2233193.6918285214,702860.8123622866,5925593.488746026
2233198.351543458,702864.7635110979,5925590.188738067
2233201.4979088143,702867.4672882555,5925588.037111917
2233202.7147864234,702868.2786598018,5925587.052171398
2233209.769103542,702871.9553913873,5925582.667186395
2233215.4114363613,702873.174344129,5925579.966045988
2233225.7643673127,702873.3055986558,5925575.403549304
2233228.8672769535,702871.6690625985,5925573.783112232
2233233.276149256,702869.6724616499,5925571.713190408
2233234.503245238,702869.0733885595,5925570.891691336
2233239.1492057214,702866.4231423399,5925568.594896968
2233240.37228753,702865.7371252059,5925568.000266898
2233257.8090632046,702855.4175690699,5925562.007547725
2233273.192796957,702848.2215025402,5925557.063171884
2233274.44040549,702847.4575029105,5925556.468537439
2233283.461404478,702844.0420985777,5925553.2586829495
2233284.686021655,702844.3846631662,5925552.541458458
2233285.0065065725,702844.399846534,5925552.418869777
2233285.7588014132,702842.1091175328,5925552.191999836
2233285.7588014132,702842.1091175328,5925552.191999836
2233285.8036265606,702842.1660632861,5925551.738259955
2233285.8321725777,702842.1750470643,5925551.5113900155
2233286.3744919975,702842.1743665885,5925551.307075502
2233286.3744919975,702842.1743665885,5925551.307075502
2233286.304387639,702842.1523039007,5925551.121068469
2233286.2921207286,702842.1912820997,5925551.121068469
2233286.2921207286,702842.1912820997,5925551.121068469
2233286.279853818,702842.2302602986,5925551.121068469
2233285.8234027764,702841.9580934254,5925551.325382976
2233285.753298433,702841.9360307439,5925551.139375935
